user_id,in_degree_w,out_degree_w,pagerank,betweenness,community_id,participation_coeff
1008816553,1.0,0.0,1.1313810582528963e-05,0.0,31,0.0
100899006,1.0,0.0,1.6467389614643188e-05,0.0,7,0.0
100902179,1.0,0.0,1.137368048407887e-05,0.0,393,0.0
100906237,2.0,2.0,2.5060855606623963e-05,0.0,52,0.0
100910161,3.0,3.0,8.926277314135671e-05,0.0,105,0.0
100912673,1.0,0.0,1.1305112662983327e-05,0.0,247,0.0
100920668,1.0,0.0,1.1642935812591882e-05,0.0,394,0.0
1009250149,2.0,0.0,1.198274208785684e-05,0.0,312,0.5
100936791,0.0,17.0,1.1288970942524214e-05,0.00017463193491067312,32,0.11072664359861584
100939303,1.0,0.0,1.1564276952576845e-05,0.0,115,0.0
1009448575,1.0,0.0,1.210021362765844e-05,0.0,61,0.0
1009543891,1.0,0.0,1.1315830065456178e-05,0.0,263,0.0
10099362,1.0,0.0,1.1311801562151012e-05,0.0,324,0.0
1010132586,1.0,0.0,1.2273807372491412e-05,0.0,398,0.0
10102272,0.0,11.0,1.1288970942524214e-05,0.0,105,0.31404958677685946
101022951,2.0,4.0,2.3491842730964337e-05,1.9723136178146607e-05,31,0.2777777777777777
101025368,2.0,1.0,1.6044653371175367e-05,0.0,73,0.0
1010272987,2.0,0.0,1.2527847987761048e-05,0.0,238,0.0
1010344255,1.0,0.0,1.132665541538313e-05,0.0,376,0.0
1010456808,7.0,7.0,4.9483000473599804e-05,2.958470426721991e-05,215,0.1527777777777779
1010612442,2.0,2.0,3.598070861961756e-05,0.0,324,0.0
101061732,0.0,1.0,1.1288970942524214e-05,0.0,1,0.0
1010631494,5.0,4.0,0.00010197102299914377,0.0,229,0.0
101067053,1.0,0.0,1.1649254778451855e-05,0.0,48,0.0
1010731723,1.0,0.0,1.1330266844032109e-05,0.0,70,0.0
1010780318,1.0,0.0,1.1302772565648497e-05,0.0,5,0.0
101093429,2.0,1.0,6.219547316495632e-05,0.0,20,0.0
101097644,1.0,0.0,1.1338570830666724e-05,0.0,34,0.0
1011278882,4.0,5.0,4.77129118219769e-05,4.437705640082987e-05,79,0.0
1011428408,1.0,0.0,1.2416415506581064e-05,0.0,118,0.0
1011588685,1.0,0.0,1.151521053611861e-05,0.0,42,0.0
1011613933,1.0,0.0,2.126076973134746e-05,0.0,215,0.0
1011637326,1.0,0.0,1.4232144133061326e-05,0.0,7,0.0
101164760,2.0,1.0,6.18492712670492e-05,0.0,211,0.0
101165898,1.0,0.0,1.134197103002098e-05,0.0,54,0.0
1011683390,1.0,0.0,1.1469171240013209e-05,0.0,280,0.0
1011705054,1.0,0.0,1.3901326405976298e-05,0.0,135,0.0
1011860713,1.0,1.0,6.308887222571364e-05,0.0,45,0.0
1011970700,1.0,0.0,1.1302772565648497e-05,0.0,5,0.0
1011996840,2.0,0.0,2.6120291994020536e-05,0.0002933816506499308,312,0.5
101202244,2.0,0.0,2.0584224600127855e-05,4.930784044536652e-06,15,0.5
1012085413,2.0,1.0,1.1347072083011846e-05,0.0,86,0.4444444444444444
1012117646,1.0,0.0,1.2051356816516113e-05,0.0,6,0.0
1012421348,1.0,0.0,1.6614579295796202e-05,0.0,42,0.0
101253010,1.0,0.0,1.1908409465142631e-05,0.0,18,0.0
1012556736,1.0,0.0,1.3336119463342748e-05,0.0,34,0.0
101262738,1.0,0.0,1.2704830422794882e-05,0.0,2,0.0
101262832,1.0,1.0,6.430165629821329e-05,0.0,105,0.0
1012735345,1.0,0.0,1.1305112662983327e-05,0.0,247,0.0
1012771866,1.0,0.0,1.1670163879520162e-05,0.0,2,0.0
101290258,1.0,0.0,1.2030232469192552e-05,0.0,44,0.0
101292351,2.0,0.0,1.1836929581584403e-05,0.0,7,0.0
101292874,2.0,0.0,3.088002779766078e-05,0.0,40,0.0
1013033834,1.0,0.0,1.1495450450063687e-05,0.0,109,0.0
101315628,2.0,0.0,1.2406490525335814e-05,0.0,150,0.5
1013221658,1.0,0.0,1.1298077597809904e-05,0.0,23,0.0
101344955,1.0,0.0,1.1359261838707865e-05,0.0,118,0.0
1013523828,1.0,0.0,1.1871971904988607e-05,0.0,4,0.0
1013638513,1.0,1.0,1.1313625212081168e-05,2.465392022268326e-06,210,0.5
1013765148,1.0,0.0,1.1936399640478485e-05,0.0,24,0.0
1013813796,16.0,31.0,8.91317495656092e-05,0.0,338,0.0
10138412,1.0,1.0,1.1382276683108926e-05,0.0,34,0.0
101392537,7.0,8.0,4.73557032806935e-05,0.00018983518571466108,286,0.12444444444444436
1013937854,1.0,0.0,1.1315830065456178e-05,0.0,263,0.0
1013967798,1.0,0.0,1.1849520944054504e-05,0.0,48,0.0
1013970396,1.0,1.0,1.1949705366650526e-05,0.0,118,0.0
1014210612,1.0,0.0,1.2704830422794882e-05,0.0,135,0.0
1014248527,12.0,14.0,8.32185632485095e-05,9.368489684619638e-05,112,0.07396449704142016
101444042,2.0,1.0,1.8574649028901114e-05,2.465392022268326e-06,71,0.0
101445204,6.0,0.0,2.2074080730300373e-05,0.00019353327374806357,86,0.7222222222222222
101452797,3.0,1.0,1.9992009245188834e-05,9.861568089073303e-06,147,0.375
101455388,1.0,0.0,1.1303964915840243e-05,0.0,1,0.0
1014842906,2.0,0.0,2.8771832883651803e-05,0.0,7,0.5
1014887755,1.0,0.0,2.1750828048459218e-05,0.0,278,0.0
101494499,1.0,0.0,1.356010715249219e-05,0.0,7,0.0
1015035295,1.0,0.0,1.1419379052549145e-05,0.0,232,0.0
101520906,0.0,5.0,1.1288970942524214e-05,0.0,2,0.0
101532348,1.0,0.0,1.1298077597809904e-05,0.0,23,0.0
101541188,1.0,1.0,1.1656045622594388e-05,0.0,42,0.5
101556961,1.0,0.0,1.13075308982581e-05,0.0,9,0.0
101557323,2.0,1.0,1.577591116043462e-05,3.040650160797602e-05,81,0.4444444444444444
1015591315,1.0,0.0,1.3271174214903146e-05,0.0,300,0.0
101581270,1.0,0.0,1.1642935812591882e-05,0.0,259,0.0
101589791,1.0,0.0,1.1454154548555793e-05,0.0,72,0.0
1016173116,1.0,0.0,1.151521053611861e-05,0.0,42,0.0
1016228486,2.0,1.0,6.110457403717888e-05,0.0,352,0.0
101637908,4.0,2.0,6.127398056528768e-05,0.0,118,0.0
101650503,1.0,0.0,2.127467757479722e-05,0.0,114,0.0
1016544696,2.0,0.0,1.1967925537601494e-05,0.0,25,0.5
1016588101,7.0,6.0,4.5090648141852306e-05,6.903097662351312e-05,232,0.2603550295857988
101666602,1.0,0.0,1.1311801562151012e-05,0.0,324,0.0
1016697042,1.0,0.0,1.5757688237111035e-05,0.0,114,0.0
101671191,1.0,0.0,1.2072942736243883e-05,0.0,232,0.0
101677248,0.0,6.0,1.1288970942524214e-05,4.930784044536652e-06,121,0.0
10168082,0.0,8.0,1.1288970942524214e-05,0.0002292814580709543,215,0.40625
1016976828,1.0,0.0,1.1322567608157756e-05,0.0,4,0.0
101703108,10.0,0.0,1.150437597933353e-05,0.0,15,0.0
101703984,1.0,0.0,1.1505313218425662e-05,0.0,34,0.0
1017123967,1.0,0.0,1.1350914794786056e-05,0.0,150,0.0
1017134550,1.0,0.0,1.2486759816617368e-05,0.0,18,0.0
101723503,1.0,0.0,1.2802962621005778e-05,0.0,273,0.0
10172582,1.0,0.0,1.1949705366650526e-05,0.0,121,0.0
10174622,1.0,0.0,1.134197103002098e-05,0.0,54,0.0
101747128,1.0,0.0,1.1322118154436906e-05,0.0,174,0.0
1017578654,1.0,0.0,1.130503417811886e-05,0.0,2,0.0
1017578702,1.0,0.0,1.1338570830666724e-05,0.0,34,0.0
101791126,2.0,1.0,6.188849919331494e-05,0.0,0,0.0
101791724,1.0,0.0,1.1324241463385049e-05,0.0,86,0.0
101791784,1.0,1.0,1.2995211026942743e-05,0.0,301,0.0
1018064982,1.0,0.0,1.1598690203833424e-05,0.0,39,0.0
1018134607,1.0,0.0,1.134197103002098e-05,0.0,54,0.0
1018157634,1.0,0.0,1.2114888972682101e-05,0.0,34,0.0
1018294705,1.0,0.0,1.1760924102614437e-05,0.0,68,0.0
101838577,3.0,2.0,4.9381596730786705e-05,0.0,273,0.0
101845567,1.0,0.0,1.1414426845839337e-05,0.0,150,0.0
101848151,4.0,34.0,3.859497681979304e-05,0.000527319960318503,145,0.4099722991689747
1018544503,1.0,1.0,1.1315830065456178e-05,0.0,263,0.0
1018555386,4.0,3.0,5.9656300078250184e-05,0.0,17,0.0
1018575726,1.0,0.0,1.1298077597809904e-05,0.0,23,0.0
10186662,2.0,1.0,2.2563375630077645e-05,6.410019257897647e-05,372,0.4444444444444444
101867896,1.0,0.0,1.17198846973892e-05,0.0,7,0.0
1018684608,2.0,0.0,1.249339080381897e-05,1.9723136178146607e-05,17,0.0
101868523,1.0,0.0,1.1475971251239209e-05,0.0,190,0.0
1018823131,1.0,0.0,2.0290332763531242e-05,0.0,174,0.0
101886081,4.0,4.0,5.291531859703732e-05,0.0,109,0.0
101897618,2.0,2.0,2.029880157600964e-05,0.0,2,0.0
101922431,1.0,0.0,2.2691549578865777e-05,0.0,127,0.0
1019589367,2.0,0.0,2.3661527022070142e-05,0.0,7,0.0
101978553,1.0,0.0,1.1365259757303212e-05,0.0,198,0.0
1019806124,2.0,1.0,6.247982088882917e-05,0.0,145,0.0
1020058453,0.0,90.0,1.1288970942524214e-05,0.02966499386741177,334,0.2841975308641974
102019093,1.0,0.0,1.2940807002839992e-05,0.0,211,0.0
1020333475,1.0,0.0,1.1311801562151012e-05,0.0,324,0.0
102037970,1.0,0.0,1.159127160317707e-05,0.0,109,0.0
102042591,1.0,0.0,1.1414426845839337e-05,0.0,150,0.0
102052677,1.0,1.0,1.4884037892299245e-05,0.0,105,0.0
102055261,1.0,0.0,1.1330439630230886e-05,0.0,23,0.0
10205602,1.0,0.0,1.220378943880166e-05,0.0,145,0.0
1020660620,19.0,28.0,0.00015711262190982702,0.0006755174141015212,31,0.0
1020663524,1.0,0.0,1.130503417811886e-05,0.0,2,0.0
1020681224,15.0,2.0,0.00010362669114552745,0.0014636915036586942,2,0.7889273356401385
1020795870,2.0,2.0,3.5442365023800923e-05,0.0,53,0.0
102082508,1.0,0.0,1.3300070778524936e-05,0.0,312,0.0
102083980,1.0,0.0,1.1330172081861122e-05,0.0,116,0.0
1020910656,0.0,2.0,1.1288970942524214e-05,0.0,455,0.0
102091700,1.0,0.0,1.13075308982581e-05,0.0,9,0.0
1020950222,1.0,1.0,1.1949705366650526e-05,0.0,45,0.0
1020954092,2.0,1.0,1.3654954234570018e-05,1.3148757452097738e-05,34,0.0
1021042393,1.0,0.0,1.1303964915840243e-05,0.0,1,0.0
1021248438,1.0,0.0,1.1365259757303212e-05,0.0,198,0.0
1021257073,1.0,0.0,1.1311801562151012e-05,0.0,324,0.0
102131799,1.0,0.0,1.1868002324122081e-05,0.0,73,0.0
1021386648,1.0,0.0,1.3130402153231937e-05,0.0,70,0.0
102138959,1.0,0.0,1.1399093346545267e-05,0.0,334,0.0
102142168,1.0,0.0,1.1330439630230886e-05,0.0,23,0.0
1021492872,1.0,0.0,1.2051356816516113e-05,0.0,473,0.0
102149847,3.0,2.0,6.381576200159332e-05,8.628872077939141e-05,312,0.31999999999999984
102154508,2.0,1.0,6.814528588949948e-05,0.0,312,0.0
102177639,1.0,0.0,1.5280367188656043e-05,0.0,43,0.0
1021883684,1.0,0.0,1.1301344246346804e-05,0.0,263,0.0
102189393,2.0,0.0,1.1757597610315881e-05,0.0,40,0.5
1021959224,1.0,0.0,1.2390194982734733e-05,0.0,419,0.0
1022159918,2.0,1.0,3.0355524791166865e-05,4.930784044536652e-06,74,0.4444444444444444
102219727,1.0,0.0,1.4985636814432207e-05,0.0,97,0.0
1022294935,1.0,0.0,1.1416035254856198e-05,0.0,193,0.0
102238015,5.0,0.0,1.1597451665907882e-05,0.00014792352133609956,2,0.72
1022381874,1.0,0.0,1.1361314127647534e-05,0.0,15,0.0
102252799,1.0,0.0,1.1986112218760787e-05,0.0,30,0.0
1022564808,1.0,1.0,1.1302772565648497e-05,0.0,5,0.0
1022571973,1.0,0.0,1.1315830065456178e-05,0.0,263,0.0
1022583368,2.0,1.0,6.219782178149622e-05,0.0,18,0.0
1022590015,3.0,1.0,0.00013688836475988118,6.286749656784231e-05,174,0.375
102271403,4.0,1.0,6.200794333541544e-05,0.0,186,0.5599999999999999
102282810,3.0,1.0,3.7503482633712214e-05,0.0002475664489027777,376,0.375
102284233,1.0,0.0,1.1344339749015246e-05,0.0,229,0.0
1022865097,1.0,0.0,2.121099036547336e-05,0.0,263,0.0
102287424,0.0,10.0,1.1288970942524214e-05,2.054493351890271e-05,198,0.0
1022902286,1.0,0.0,1.144882604513542e-05,0.0,135,0.0
1022933407,1.0,0.0,1.1402263348937374e-05,0.0,25,0.0
102297039,1.0,0.0,2.170200029081761e-05,0.0,190,0.0
1022990568,1.0,0.0,1.1908409465142631e-05,0.0,324,0.0
102313626,2.0,1.0,1.1546174024942844e-05,0.0,223,0.4444444444444444
1023203281,1.0,0.0,1.415316500377302e-05,0.0,48,0.0
1023332719,1.0,0.0,1.1483304596679014e-05,0.0,13,0.0
1023417762,4.0,0.0,2.7743491143748178e-05,0.00012343396058156752,280,0.375
102345782,1.0,4.0,1.9674612498899844e-05,0.0,41,0.0
102348840,1.0,0.0,1.228007257871368e-05,0.0,2,0.0
1023507787,2.0,2.0,5.862911865398405e-05,0.0,109,0.0
1023541333,1.0,0.0,1.1441448117322594e-05,0.0,177,0.0
1023590286,1.0,0.0,1.1306058901768862e-05,0.0,229,0.0
102364880,2.0,2.0,3.4403662737910364e-05,0.0,54,0.0
1023649345,1.0,0.0,2.1787550764728573e-05,0.0,210,0.0
1023829232,1.0,0.0,1.2051356816516113e-05,0.0,7,0.0
1023979585,1.0,0.0,1.1303964915840243e-05,0.0,1,0.0
102401151,0.0,13.0,1.1288970942524214e-05,0.0,278,0.0
102420077,1.0,11.0,2.3132700659537427e-05,0.00017607008025699624,336,0.29166666666666663
1024309812,1.0,0.0,1.1302772565648497e-05,0.0,5,0.0
102433488,1.0,0.0,1.2189972429969184e-05,0.0,150,0.0
1024416474,1.0,0.0,1.132665541538313e-05,0.0,376,0.0
1024480730,1.0,0.0,1.3987061330614015e-05,0.0,229,0.0
102452887,1.0,0.0,1.1322007663730532e-05,0.0,229,0.0
102454342,1.0,0.0,1.2438412898390353e-05,0.0,232,0.0
102470285,1.0,0.0,1.1390103762543548e-05,0.0,14,0.0
10247552,1.0,0.0,1.1439137857098377e-05,0.0,73,0.0
1024777693,1.0,0.0,2.216760724236526e-05,0.0,372,0.0
102499819,1.0,0.0,1.1810603382623935e-05,0.0,457,0.0
10252962,0.0,17.0,1.1288970942524214e-05,0.0,40,0.11072664359861584
102536863,1.0,0.0,1.1845480032457061e-05,0.0,190,0.0
1025399466,1.0,0.0,1.1344339749015246e-05,0.0,229,0.0
102547134,1.0,0.0,1.144882604513542e-05,0.0,350,0.0
102547354,1.0,0.0,1.1330439630230886e-05,0.0,23,0.0
1025481421,0.0,1.0,1.1288970942524214e-05,0.0,339,0.0
1025485236,1.0,0.0,1.1519459695126416e-05,0.0,376,0.0
1025567762,1.0,0.0,1.132665541538313e-05,0.0,376,0.0
1025593699,2.0,1.0,1.1514221314385457e-05,0.0,15,0.4444444444444444
1025614039,1.0,0.0,1.151521053611861e-05,0.0,42,0.0
102571602,1.0,0.0,1.2003972496626858e-05,0.0,79,0.0
10257342,1.0,1.0,2.656942651502299e-05,0.0,198,0.0
102575989,1.0,0.0,1.2441017510878454e-05,0.0,145,0.0
1025784786,1.0,0.0,1.1298077597809904e-05,0.0,23,0.0
102579213,1.0,1.0,1.1344339749015246e-05,2.5886616233817422e-05,229,0.0
102580816,1.0,0.0,1.1670163879520162e-05,0.0,29,0.0
102584544,1.0,1.0,1.1361314127647534e-05,6.985277396426923e-05,52,0.0
1025894268,1.0,0.0,1.2189972429969184e-05,0.0,147,0.0
102600816,2.0,1.0,2.1180797900015973e-05,0.0,414,0.0
1026022232,1.0,1.0,1.134197103002098e-05,0.0,54,0.0
1026378782,1.0,0.0,1.3878668910610992e-05,0.0,7,0.0
1026613897,5.0,0.0,1.4242079407396437e-05,0.0012394758391954008,145,0.48
1026724087,1.0,0.0,1.159127160317707e-05,0.0,109,0.0
1026781075,1.0,0.0,1.2386348903343574e-05,0.0,7,0.0
1026902474,1.0,0.0,1.1949705366650526e-05,0.0,116,0.0
102692275,2.0,0.0,1.1377376470221564e-05,0.0,229,0.0
1026948386,1.0,1.0,6.115003827074475e-05,0.0,34,0.0
1026953953,2.0,0.0,1.3169888779525903e-05,9.494694276235755e-06,286,0.5
102701041,1.0,0.0,1.8135030078080887e-05,0.0,105,0.0
102716907,1.0,1.0,1.2072942736243883e-05,0.0,232,0.0
102716915,2.0,4.0,4.045663913101669e-05,0.0,40,0.0
1027218848,1.0,0.0,1.2940807002839992e-05,0.0,334,0.0
102724810,1.0,0.0,1.130503417811886e-05,0.0,2,0.0
1027408974,1.0,0.0,1.1399093346545267e-05,0.0,334,0.0
1027528664,1.0,0.0,1.131438380499061e-05,0.0,174,0.0
102753391,6.0,3.0,6.476329854833795e-05,0.0001959986657703319,71,0.44897959183673464
1027567616,1.0,0.0,1.1908409465142631e-05,0.0,24,0.0
102758473,1.0,0.0,1.1701929957603158e-05,0.0,2,0.0
102770120,1.0,0.0,1.1379071091268713e-05,0.0,116,0.0
1027731337,1.0,0.0,1.1871971904988607e-05,0.0,109,0.0
1027818966,1.0,0.0,1.132665541538313e-05,0.0,376,0.0
102793443,1.0,0.0,1.1949705366650526e-05,0.0,210,0.0
102797434,1.0,1.0,1.1461020187233322e-05,0.0,32,0.0
102803388,1.0,0.0,1.1314758596044709e-05,0.0,174,0.0
102807025,1.0,0.0,1.1314758596044709e-05,0.0,174,0.0
102818456,1.0,0.0,1.1330439630230886e-05,0.0,23,0.0
102837987,3.0,1.0,1.4014463229077277e-05,6.985277396426923e-05,421,0.625
102851271,1.0,0.0,1.1348318345888855e-05,0.0,334,0.0
1028647111,1.0,0.0,1.1583745034828228e-05,0.0,341,0.0
1028706985,0.0,5.0,1.1288970942524214e-05,0.0,456,0.0
1028762646,1.0,0.0,1.130503417811886e-05,0.0,2,0.0
1028764352,1.0,0.0,1.1531756452398488e-05,0.0,147,0.0
1028791914,3.0,3.0,9.51609254192291e-05,8.628872077939141e-05,273,0.0
1028930360,1.0,1.0,1.2051356816516113e-05,2.465392022268326e-06,7,0.5
1029047922,2.0,1.0,6.694851660370066e-05,0.0,14,0.0
1029085566,1.0,0.0,1.2051356816516113e-05,0.0,10,0.0
1029179862,1.0,0.0,1.1344339749015246e-05,0.0,229,0.0
102934053,1.0,0.0,1.1322567608157756e-05,0.0,4,0.0
102935384,1.0,1.0,1.1306058901768862e-05,0.0,229,0.0
10294,1.0,0.0,1.1760924102614437e-05,0.0,190,0.0
1029519468,2.0,1.0,2.1120382228052165e-05,0.0,15,0.0
1029596701,1.0,0.0,1.1443830573178819e-05,0.0,6,0.0
1029764929,1.0,0.0,1.2137224188005053e-05,0.0,198,0.0
1029840770,1.0,2.0,6.771427966992492e-05,0.0,53,0.0
103016417,1.0,0.0,1.1330266844032109e-05,0.0,70,0.0
1030190107,5.0,5.0,2.563903409654448e-05,0.0,76,0.0
103019313,1.0,1.0,6.103824652112756e-05,0.0,279,0.0
103037378,1.0,0.0,1.3070634608937332e-05,0.0,52,0.0
103038998,2.0,0.0,1.76758349800178e-05,0.0,10,0.0
1030435626,20.0,2.0,1.3938826567990296e-05,0.0022893219420113296,229,0.7479338842975207
103047407,1.0,0.0,1.220378943880166e-05,0.0,145,0.0
103047728,1.0,0.0,1.4592643063155767e-05,0.0,201,0.0
1030506768,1.0,0.0,1.1519459695126416e-05,0.0,223,0.0
103065157,0.0,31.0,1.1288970942524214e-05,0.00037243855483066844,211,0.28928199791883447
1030684512,1.0,0.0,1.2114888972682101e-05,0.0,68,0.0
103079525,4.0,2.0,4.173656758349678e-05,0.0,421,0.0
1030837254,1.0,0.0,1.1408380778209693e-05,0.0,68,0.0
1030891255,1.0,0.0,1.1483304596679014e-05,0.0,9,0.0
103101818,1.0,0.0,1.13075308982581e-05,0.0,9,0.0
103133146,1.0,0.0,1.2330623941123945e-05,0.0,34,0.0
10313752,0.0,7.0,1.1288970942524214e-05,1.4792352133609955e-05,2,0.24489795918367352
